lat,lon,name,kind,category
55.6722759,12.5690757,Wagamama,restaurant,amenity
55.6815798,12.5311375,,post_office,amenity
55.6786502,12.5793688,Europa 1989,cafe,amenity
55.6788788,12.5799142,Café Norden,cafe,amenity
55.6786451,12.5789419,The Dubliner Copenhagen,pub,amenity
55.6779054,12.5771435,Zirup,cafe,amenity
55.6780274,12.5780857,Kafe Kys,cafe,amenity
55.6779618,12.5777989,Hoppe's,cafe,amenity
55.6777283,12.5765653,Wanna B,cafe,amenity
55.6770792,12.5751847,Riz Raz Sticks'N'Veggies Kompagnistræde,restaurant,amenity
55.6763998,12.5733293,Drop Inn,pub,amenity
55.6765807,12.5718891,Il Ponte,restaurant,amenity
55.6797762,12.5754143,Wining & Dining,restaurant,amenity
55.6802012,12.5750978,Flottenheimer,cafe,amenity
55.6794330,12.5753490,Ristorante Amalfi,restaurant,amenity
55.6796537,12.5759776,Peder Oxe,restaurant,amenity
55.6795485,12.5759530,Bøf & Ost,restaurant,amenity
55.6807127,12.5832761,Cafe Victor,restaurant,amenity
55.6803781,12.5804521,Madklubben Grill,restaurant,amenity
55.6809107,12.5824969,La Vecchia Signora,restaurant,amenity
55.6807191,12.5828713,L'Alsace,restaurant,amenity
55.6790105,12.5805759,Mama Rosa,restaurant,amenity
55.6797140,12.5830136,Sam's Bar,pub,amenity
55.6808550,12.5727238,Dalle Valle,cafe,amenity
55.6813212,12.5932950,Scandic Front,hotel,tourism
55.6782361,12.5668224,Pub & Sport,pub,amenity
55.6753288,12.5458365,Meyer's Deli,deli,shop
55.6761571,12.5669727,The Square,hotel,tourism
55.6772300,12.5901520,Copenhagen Strand,hotel,tourism
55.6908139,12.5601406,Sebastopol,cafe,amenity
55.6633682,12.5632675,Copenhagen Island,hotel,tourism
55.6859945,12.5362006,California Frugt & Grønt,greengrocer,shop
55.6786581,12.5325728,The Old Irish Pub,bar,amenity
55.6751214,12.5721336,Club Mambo,nightclub,amenity
55.6773934,12.5677426,Kong Frederik,hotel,tourism
55.6763037,12.5644933,Jensen's Bøfhus Axeltorv,restaurant,amenity
55.6778757,12.5695321,La Galette,restaurant,amenity
55.6782280,12.5697430,L'education Nationale,restaurant,amenity
55.6781715,12.5680739,Dubrovnik,restaurant,amenity
55.6719610,12.5555508,Buddha Bar,pub,amenity
55.6717810,12.5548963,Barbar Bar,pub,amenity
55.6728896,12.5592297,Comfort Hotel Vesterbro,hotel,tourism
55.6767380,12.5674414,Vesuvio of Copenhagen,restaurant,amenity
55.6733149,12.5616617,Jensen's Bøfhus,restaurant,amenity
55.6668710,12.5977260,Deep,restaurant,amenity
55.6681601,12.5971417,Rimini,restaurant,amenity
55.6777413,12.5785538,Krog's Fiskerestaurant,restaurant,amenity
55.6753589,12.5727371,First Twentyseven,hotel,tourism
55.6811269,12.5741096,Ankara,restaurant,amenity
55.6779420,12.5768752,Lord Nelson,pub,amenity
55.6793725,12.5752015,Eros,restaurant,amenity
55.6793029,12.5743687,Samos,restaurant,amenity
55.6791314,12.5737580,Nova,restaurant,amenity
55.6787069,12.5727364,Shahi,restaurant,amenity
55.6786922,12.5732662,Charlie Scotts,pub,amenity
55.6691735,12.5802893,Cafe Langebro,pub,amenity
55.6748612,12.5643813,Copenhagen Visitor Centre,information,tourism
55.6904980,12.5441844,Safir Kebab,restaurant,amenity
55.6837238,12.5682539,Hotel Jørgensen,hostel,tourism
55.6845934,12.5661817,Ibsens Hotel,hotel,tourism
55.6810090,12.5806605,Zoo Bar,pub,amenity
55.6806132,12.5802876,Charlie's Bar,pub,amenity
55.6789513,12.5679230,Dessertdragens Kageværksted,confectionery,shop
55.6809684,12.5878215,Els,restaurant,amenity
55.6809061,12.5883161,Zeleste,restaurant,amenity
55.6805790,12.5888720,Klods Hans,bar,amenity
55.6792833,12.5738811,Italiano,restaurant,amenity
55.6745986,12.5615709,,parking,amenity
55.6798350,12.5613048,,parking,amenity
55.6780529,12.5803408,Wok On,restaurant,amenity
55.6826871,12.5745415,Restaurant Jacobsen,restaurant,amenity
55.6774884,12.5775062,Diamanten,cafe,amenity
55.6759653,12.5751782,Cafe Katz,cafe,amenity
55.6689142,12.5640943,DGI-byens Hotel,hotel,tourism
55.6772838,12.5769463,Marv & Ben,restaurant,amenity
55.6725796,12.5563501,Savoy,hotel,tourism
55.6734181,12.5553705,Chez Bruno,restaurant,amenity
55.6719584,12.5547149,Cafe Obelix,cafe,amenity
55.6719106,12.5562393,Le Basilic,restaurant,amenity
55.6707876,12.5610473,Apropos,restaurant,amenity
55.6690839,12.5573535,Ban Gaw,restaurant,amenity
55.6692654,12.5577022,Porn-Sak,restaurant,amenity
55.6750244,12.5589487,,post_box,amenity
55.6770342,12.5703318,Beijing,restaurant,amenity
55.6759526,12.5672190,The Scottish Pub,pub,amenity
55.6757244,12.5669495,Rosie McGee's,pub,amenity
55.6733045,12.5596734,Flora's Steakhouse,restaurant,amenity
55.6732568,12.5452292,La Fiesta Mexicana,restaurant,amenity
55.6756620,12.5330860,Cafe Phénix,cafe,amenity
55.6806320,12.5337297,La Vecchia Gastronomia Italiana,restaurant,amenity
55.6843632,12.5515978,Akropolis,restaurant,amenity
55.6841005,12.5514227,Nyu Sakura,restaurant,amenity
55.6847890,12.5524304,Avenue,hotel,tourism
55.6697141,12.5453535,Høeg's,cafe,amenity
55.6819882,12.5543323,Radio,restaurant,amenity
55.6762048,12.5659854,Tapashuset,restaurant,amenity
55.6793628,12.5685853,Sabine's Cafeteria,cafe,amenity
55.6771072,12.5694984,Brew Pub,pub,amenity
55.6772100,12.5736687,Nytorv,restaurant,amenity
55.6864430,12.5580523,Blågårds Apotek,cafe,amenity
55.6873787,12.5595118,Zafran,restaurant,amenity
55.6836930,12.5709974,Starbucks Frederiksborggade,cafe,amenity
55.6820201,12.5941964,Salt,restaurant,amenity
55.6812122,12.5917814,Hotel Sankt Annæ,hotel,tourism
55.6829148,12.5888985,Phoenix Copenhagen,hotel,tourism
55.6845384,12.5834327,Hotel Christian IV,hotel,tourism
55.6722331,12.5572803,Metropol,hotel,tourism
55.6799761,12.5319846,,parking,amenity
55.6847119,12.5667539,Kalaset,cafe,amenity
55.6844442,12.5660522,Pintxos,restaurant,amenity
55.6914483,12.5395657,Fata'Morgana,cafe,amenity
55.6747822,12.5786288,Teatermuseet,cafe,amenity
55.6724767,12.5553973,Lille Irma,supermarket,shop
55.6727937,12.5509072,Føtex,supermarket,shop
55.6693830,12.5540610,,post_box,amenity
55.6763307,12.5644427,Cafe Rene,cafe,amenity
55.6982541,12.5884906,,post_box,amenity
55.6966034,12.5807892,Hanoi,restaurant,amenity
55.6969991,12.5826341,,post_box,amenity
55.6818262,12.5712029,Sushi Nørregade,restaurant,amenity
55.6841991,12.5647608,Sticks'N'Sushi,restaurant,amenity
55.6843897,12.5673006,Cafe Munk,restaurant,amenity
55.6829182,12.5854059,Restaurant Koefoed,restaurant,amenity
55.6823201,12.5841755,Cantina,restaurant,amenity
55.6946260,12.5480370,Kvickly,supermarket,shop
55.6759943,12.5329286,Allegade 10,restaurant,amenity
55.6968212,12.5454223,,post_box,amenity
55.6964536,12.5353200,,post_box,amenity
55.6649758,12.5995936,,post_box,amenity
55.6588960,12.6066679,,post_box,amenity
55.6713197,12.5451112,Bertrams Hotel Guldsmeden,hotel,tourism
55.6935669,12.5477869,Jagtvejens Dyreklinik,veterinary,amenity
55.6808070,12.5673715,H.C. Ørsted,artwork,tourism
55.6712741,12.5671808,,post_box,amenity
55.6735983,12.5727118,,post_box,amenity
55.6829980,12.5719480,Irma,supermarket,shop
55.6810700,12.5726570,Netto,supermarket,shop
55.6855924,12.5392733,Kvickly,supermarket,shop
55.6933237,12.5322352,Irma,supermarket,shop
55.6941316,12.5318403,Meny,supermarket,shop
55.6967107,12.5375902,Netto,supermarket,shop
55.6677861,12.5437877,Vesterbro Bibliotek,library,amenity
55.6843424,12.5327494,,post_box,amenity
55.6731288,12.5604195,Kebabish,restaurant,amenity
55.6620550,12.5629528,McDonald's,fast_food,amenity
55.6622287,12.5626481,Sunset Boulevard,fast_food,amenity
55.6822975,12.5853568,Den Lille Fede,restaurant,amenity
55.6826427,12.5860671,Restaurant Vita,restaurant,amenity
55.6827296,12.5865208,Hereford Steak,restaurant,amenity
55.6841125,12.5856999,Royal Garden,restaurant,amenity
55.6844872,12.5876301,El Viejo Mexico,restaurant,amenity
55.6735459,12.5608024,Danske Bank,bank,amenity
55.6739594,12.5615539,Nordea,bank,amenity
55.6728177,12.5638981,,atm,amenity
55.6669820,12.5394430,,post_box,amenity
55.6685648,12.5572544,,post_box,amenity
55.6651852,12.5812276,Da Misto,fast_food,amenity
55.6940539,12.5318243,,post_box,amenity
55.6644660,12.5939152,Circle K,fuel,amenity
55.6598569,12.5993397,,post_box,amenity
55.6591891,12.6003948,Frihedens Kiosk,convenience,shop
55.6631054,12.6029735,,post_box,amenity
55.6629166,12.6022051,Espresso Coffee,cafe,amenity
55.6639302,12.6006404,Nykredit,bank,amenity
55.6985970,12.5761653,Bindia Indisk Mad Take Away Østerbro,restaurant,amenity
55.6836458,12.5786417,,drinking_water,amenity
55.6839761,12.5774308,Hesten og Løven,artwork,tourism
55.6833660,12.5807099,Viggo Hørup,artwork,tourism
55.6976437,12.5781018,Den Franske Cafe,cafe,amenity
55.6867256,12.5617007,Kaffesalonen,cafe,amenity
55.6871740,12.5621406,Sliders,restaurant,amenity
55.6757554,12.5604640,Open air,parking,amenity
55.6745260,12.5633101,Steno Apotek,pharmacy,amenity
55.6695947,12.5646074,Vestauranten,restaurant,amenity
55.6730432,12.5583695,Nordland,place_of_worship,amenity
55.6708191,12.5637437,Ansgar,hotel,tourism
55.6726976,12.5569343,Løven,hotel,tourism
55.6742830,12.5644224,Arbejdernes Landsbank,bank,amenity
55.6723589,12.5566275,Crown,hotel,tourism
55.6708934,12.5631637,Tiffany,hotel,tourism
55.6715774,12.5624497,Saga,hotel,tourism
55.6735974,12.5623411,,bureau_de_change,amenity
55.6720731,12.5619597,Hotel Du Nord,hotel,tourism
55.6719188,12.5625572,Copenhagen Star Hotel,hotel,tourism
55.6715251,12.5612494,Hotel Centrum,hotel,tourism
55.6743371,12.5620652,WesternUnion & Primex,bureau_de_change,amenity
55.6750740,12.5622772,Western Union,money_transfer,amenity
55.6745207,12.5624711,Merex,bureau_de_change,amenity
55.6726211,12.5607845,Hebron,restaurant,amenity
55.6723046,12.5627761,Missionshotellet Nebo,hotel,tourism
55.6726087,12.5616921,Comfort Hotel Excelsior,hotel,tourism
55.6718769,12.5611130,Andersen,hotel,tourism
55.6721982,12.5619427,Guldsmeden,fast_food,amenity
55.6765536,12.5617950,Mercur Hotel,hotel,tourism
55.6786130,12.5625860,Richmond Hotel,hotel,tourism
55.6775637,12.5612132,Avis,car_rental,amenity
55.6753493,12.5625227,Hertz,car_rental,amenity
55.6685937,12.5969145,Døgn Netto,supermarket,shop
55.6847597,12.5649941,Kong Arthur,hotel,tourism
55.6810855,12.5804647,The Moose,pub,amenity
55.6822476,12.5827205,Godt,restaurant,amenity
55.6945735,12.5947678,,toilets,amenity
55.6943158,12.5950504,,drinking_water,amenity
55.6873256,12.5932342,Comfort Hotel Esplanaden,hotel,tourism
55.6815478,12.5822074,Det Elektriske Hjørne,cafe,amenity
55.6692418,12.5791679,Aristo,restaurant,amenity
55.6669073,12.5763106,Bryggens Spisehus,cafe,amenity
55.6668195,12.5786055,fakta,supermarket,shop
55.6930908,12.5326769,,bicycle,shop
55.6859744,12.5569057,Blågårdens Bibliotek,library,amenity
55.6811920,12.5762820,Studenterhuset,cafe,amenity
55.6818471,12.5337513,,bicycle_parking,amenity
55.6807264,12.5490009,Bella Italia,fast_food,amenity
55.6844488,12.5541773,Temporada Tapasbodega,restaurant,amenity
55.6854075,12.5568466,Netto,supermarket,shop
55.6857123,12.5514147,Irma,supermarket,shop
55.6821764,12.5510945,Rema 1000,supermarket,shop
55.6739679,12.5915653,Cafe Wilder,cafe,amenity
55.6740554,12.5916958,Eiffel Bar,pub,amenity
55.6740667,12.5913858,Cafe Luna,cafe,amenity
55.6876216,12.5597898,Props Coffee Shop,cafe,amenity
55.6730765,12.5651545,Forex,bureau_de_change,amenity
55.6777040,12.5723429,JD,shoes,amenity
55.6771844,12.5727507,Københavns Byret,courthouse,amenity
55.6791033,12.5685320,Fantask,books,shop
55.6808576,12.5490603,Henrik Jonsbak,bakery,shop
55.6814563,12.5495147,Bodega 48,pub,amenity
55.6819972,12.5517552,,bicycle_parking,amenity
55.6783432,12.5726104,Jyske Bank,bank,amenity
55.6781640,12.5718510,,post_box,amenity
55.6867883,12.5505333,Sleep in Heaven,hostel,tourism
55.6594096,12.5859299,Jorden Rundt,kindergarten,amenity
55.6905757,12.5599645,Mexibar,nightclub,amenity
55.6943093,12.5705683,OK,fuel,amenity
55.6944927,12.5708568,Irma,supermarket,shop
55.6945038,12.5704511,La Vita,fast_food,amenity
55.6958385,12.5724364,Shabaz Ryesgade,cafe,amenity
55.6828339,12.5744665,Ricemarket,restaurant,amenity
55.6953457,12.5433560,Café Stefanshus,pub,amenity
55.6950405,12.5431939,,recycling,amenity
55.6936275,12.5424382,The Coffee Collective Kaffebar Jægersborggade,cafe,amenity
55.6934573,12.5476150,Kreta,restaurant,amenity
55.6979906,12.5934474,Adina Hotel Copenhagen,hotel,tourism
55.6828003,12.5503807,H & H,outdoor,shop
55.6711195,12.5457687,Restaurant Klubben,restaurant,amenity
55.6809781,12.5773893,"Det Teologiske Fakultet, Københavns Universitet",university,amenity
55.6828139,12.5303254,Skolen på Nyelandsvej,school,amenity
55.6714574,12.5928455,Irma,supermarket,shop
55.6748055,12.5979939,Cosi Fan Tutte,fast_food,amenity
55.6787261,12.5664620,Hotel SP34,hotel,tourism
55.6878560,12.5621548,,bench,amenity
55.6809339,12.5797502,7-Eleven,convenience,shop
55.6810813,12.5798685,Sjus Bar,bar,amenity
55.6759488,12.5742396,Copenhagen Downtown Hostel,hostel,tourism
55.6809434,12.5739275,Café Halvvejen,pub,amenity
55.6814812,12.5751577,,information,tourism
55.6813890,12.5750693,,bicycle_parking,amenity
55.6816527,12.5759730,40,bicycle_parking,amenity
55.6807460,12.5726484,,bicycle_parking,amenity
55.6973770,12.5526390,Dilans,fast_food,amenity
55.6990892,12.5567515,,bicycle_parking,amenity
55.6681840,12.5494450,Bang & Jensen,cafe,amenity
55.6857484,12.5683839,Københavns Cykelbørs,bicycle,amenity
55.6902076,12.5604811,Le Tour Cykler,bicycle,shop
55.6990715,12.5615518,,bicycle_parking,amenity
55.6632055,12.5421603,Vang & Bar,bar,amenity
55.6821226,12.5764493,Netto,supermarket,shop
55.6826005,12.5770954,Buch,hairdresser,shop
55.6823372,12.5772694,Bering Flowers,flowers,amenity
55.6664620,12.5529582,Kihoskh,convenience,shop
55.6660639,12.5441119,Enghave Apotek,pharmacy,amenity
55.6679441,12.5442682,Vega,nightclub,amenity
55.6734015,12.6066054,,bench,amenity
55.6733425,12.6066263,,bench,amenity
55.6921967,12.5575534,Møllegade Nærgenbrugsstation,recycling,amenity
55.6903753,12.5542069,,bicycle_parking,amenity
55.6894789,12.5531268,,toilets,amenity
55.6979303,12.5355183,,post_box,amenity
55.6690046,12.5808011,Schrøder Cykler,bicycle,shop
55.6741811,12.5870225,Knippelsbro,ferry_terminal,amenity
55.6722332,12.5807101,Det Kongelige Bibliotek,ferry_terminal,amenity
55.6813242,12.5761492,J.H. Wessel,artwork,tourism
55.6856108,12.5816055,H. C. Andersen,artwork,tourism
55.6609322,12.6181650,Øresunds Mini Marked,convenience,shop
55.6836750,12.5730280,Netto,supermarket,shop
55.6848840,12.5688980,Irma,supermarket,shop
55.6788191,12.5735431,Photografica,photo,shop
55.6784853,12.5743528,Paradis,ice_cream,shop
55.6989212,12.5793326,Gourmandiet,butcher,shop
55.6873712,12.5880529,Nyboder Mindestuer,museum,tourism
55.6972171,12.6002148,Langelinie outlet,outlet,shop
55.6959337,12.5805116,Moshi Moshi,clothes,shop
55.6962411,12.5736203,Romarin,restaurant,amenity
55.6987898,12.5787027,Crazy Chicken,fast_food,amenity
55.6854488,12.5862956,fakta,supermarket,shop
55.6851810,12.5866120,SuperBrugsen,supermarket,shop
55.6849310,12.5863920,Irma,supermarket,shop
55.6835484,12.5868453,Føtex,supermarket,shop
55.6860948,12.5838521,Føtex Food,supermarket,shop
55.6789247,12.5684396,Fantask,games,shop
55.6822824,12.5720569,Fiol,cafe,amenity
55.6821362,12.5740420,Hvide Lam,pub,amenity
55.6848551,12.5731619,,toilets,amenity
55.6750492,12.5314395,Café Funder,cafe,amenity
55.6758389,12.5673252,Espresso House,cafe,amenity
55.6765502,12.5693383,7-Eleven,convenience,shop
55.6779048,12.5804078,7-Eleven,convenience,shop
55.6735634,12.5666399,Nimb Brasserie,restaurant,amenity
55.6769720,12.5683639,Hard Rock Cafe,restaurant,amenity
55.6743171,12.5674776,Paafuglen,fast_food,amenity
55.6745975,12.5691868,Rasmus Klump Pandekagehus,fast_food,amenity
55.6742769,12.5503465,Famo 51,restaurant,amenity
55.6723741,12.5506713,Famo,restaurant,amenity
55.6881659,12.5602562,King of Kebab,fast_food,amenity
55.6637848,12.6049012,Amagerbro Apotek,pharmacy,amenity
55.6604719,12.6047227,Café Pelikan,cafe,amenity
55.6647417,12.5994220,Kareten,restaurant,amenity
55.6602349,12.6047223,Aldi,supermarket,shop
55.6629421,12.6054451,Føtex,supermarket,shop
55.6630825,12.6036117,Irma,supermarket,shop
55.6618793,12.6102958,fakta,supermarket,shop
55.6595505,12.6100812,Rema 1000,supermarket,shop
55.6791344,12.5943156,Nyhavn,ferry_terminal,amenity
55.6815102,12.5990606,Operaen,ferry_terminal,amenity
55.6833511,12.6060132,Holmen Nord,ferry_terminal,amenity
55.6703645,12.5763136,,atm,amenity
55.6809251,12.5736803,,bicycle_parking,amenity
55.6829634,12.5735280,Lagkagehuset,bakery,shop
55.6821656,12.5746651,7-Eleven,convenience,shop
55.6739921,12.5972675,Spiseloppen,restaurant,amenity
55.6740214,12.5973242,Loppen,nightclub,amenity
55.6752064,12.5971543,Irma,supermarket,shop
55.6693343,12.5402830,Døgn Netto,supermarket,shop
55.6737546,12.6031876,Morgenstedet,restaurant,amenity
55.6830865,12.5721223,McDonald's,fast_food,amenity
55.6842888,12.5694351,,toilets,amenity
55.6825046,12.5745879,Niels Brock,school,amenity
55.6827597,12.5715632,,information,tourism
55.6625397,12.5614937,,bicycle_parking,amenity
55.6788708,12.5307687,Rema 1000,supermarket,shop
55.6832600,12.5890100,1-2-3 Palægaragerne,fuel,amenity
55.6990296,12.5778361,,post_box,amenity
55.6883543,12.5726669,,post_box,amenity
55.6664454,12.5793374,,post_box,amenity
55.6664321,12.5793994,Islands Brygge Bibliotek,library,amenity
55.6820113,12.5614994,,post_box,amenity
55.6627219,12.6037813,,bicycle_parking,amenity
55.6635722,12.6021827,,bicycle_parking,amenity
55.6652546,12.6042310,Sundby Bibliotek,library,amenity
55.6651304,12.6043322,,bicycle_parking,amenity
55.6722296,12.5910258,,bicycle_parking,amenity
55.6765105,12.5691583,,bicycle_parking,amenity
55.6753063,12.5669861,,bicycle_parking,amenity
55.6736415,12.5715056,,bicycle_parking,amenity
55.6761802,12.5637400,,bicycle_parking,amenity
55.6918541,12.5573297,Kiin Kiin,restaurant,amenity
55.6989481,12.5794552,Gourmandiet by Night,restaurant,amenity
55.6691686,12.5542314,Siciliansk Is,cafe,amenity
55.6690548,12.5539577,Sort Kaffe og Vinyl,cafe,amenity
55.6717017,12.5532398,City Public Hostel,hostel,tourism
55.6756180,12.5667167,Burger King,fast_food,amenity
55.6643228,12.5836860,7-Eleven,convenience,shop
55.6763789,12.5698406,KFC,fast_food,amenity
55.6593734,12.5908661,,parking_entrance,amenity
55.6599369,12.5913030,,parking_entrance,amenity
55.6979594,12.5449822,Karrusellen,pub,amenity
55.6985800,12.5456210,Café Ægir,pub,amenity
55.6957911,12.5439692,Café Lille Peter,pub,amenity
55.6616576,12.5599029,Føtex,supermarket,shop
55.6612016,12.5606126,Silvan,doityourself,shop
55.6707953,12.5569449,Netto,supermarket,shop
55.6692157,12.5530946,La Neta Vesterbro,restaurant,amenity
55.6700149,12.5604567,Hverdagen,cafe,amenity
55.6706787,12.5607213,Carlton,cafe,amenity
55.6690128,12.5582528,Chicky Grill,fast_food,amenity
55.6683172,12.5568180,,atm,amenity
55.6679147,12.5563801,Fermentoren,bar,amenity
55.6660465,12.5535148,Cafe 33,bar,amenity
55.6665905,12.5532339,Itzi pitzi pizza,fast_food,amenity
55.6668763,12.5499389,Elite Købmand,convenience,shop
55.6670159,12.5489959,Kaffehjørnet,convenience,shop
55.6671430,12.5479089,Café Snork,pub,amenity
55.6676849,12.5445913,Pasha Kebab,fast_food,amenity
55.6677986,12.5441914,Ideal bar,nightclub,amenity
55.6697238,12.5457814,SuperBrugsen,supermarket,shop
55.6721352,12.5484315,Pho Saigon,cafe,amenity
55.6724096,12.5494857,7-Eleven,convenience,shop
55.6724365,12.5523209,Dannebrogs Kiosk,convenience,shop
55.6691803,12.5527998,Monni's Kiosk,convenience,shop
55.6672208,12.5534530,Café 42,bar,amenity
55.6662151,12.5524436,Bagelman,fast_food,amenity
55.6624481,12.5624631,,atm,amenity
55.6623254,12.5625232,Kiosk Bien,convenience,shop
55.6613814,12.5614725,,toilets,amenity
55.6682341,12.5511083,Café Sonja,cafe,amenity
55.6685277,12.5507322,Kiosk 1001 nat,convenience,shop
55.6683619,12.5501454,Mc Kluud,pub,amenity
55.6682661,12.5497023,Vesterbro Vinstue,bar,amenity
55.6687855,12.5514873,Det Sorte Træ,florist,shop
55.6687000,12.5521340,1001 nat,fast_food,amenity
55.6689815,12.5521728,La Foretta Pizzaria,fast_food,amenity
55.6601982,12.5727309,Netto,supermarket,shop
55.6653161,12.5576571,Je t’aime,restaurant,amenity
55.6949146,12.5434464,Stefanos Pizza,fast_food,amenity
55.6964520,12.5449450,Pronto Pizzaria 2,fast_food,amenity
55.6969787,12.5458449,Mae Pen,restaurant,amenity
55.6957202,12.5465089,Ninn's Kiosk,kiosk,shop
55.6926688,12.5516528,Loke Cykler,bicycle,shop
55.6950196,12.5428100,,toilets,amenity
55.6906927,12.5546220,Det Rene Glas,pub,amenity
55.6908003,12.5614037,Cafeen Funke,pub,amenity
55.6918897,12.5577446,Nærkøb,convenience,shop
55.6665740,12.5502824,Café Sweet Surrender,cafe,amenity
55.6675122,12.5481394,Riccos,cafe,amenity
55.6676181,12.5484159,Cafè Blomsten,pub,amenity
55.6692729,12.5496981,Riesen,bar,amenity
55.6675503,12.5553934,Café Grotten,pub,amenity
55.6763244,12.5699496,Ripley's Believe It or Not,museum,tourism
55.6768699,12.5685704,Politikens Boghal,books,shop
55.6772854,12.5693007,Cafè Guldhornene,bar,amenity
55.6773855,12.5694568,Heidi's Bier Bar,bar,amenity
55.6779133,12.5705635,The Australien Bar,bar,amenity
55.6779717,12.5707085,La Boucherie,bar,amenity
55.6785700,12.5720323,Angels Club,stripclub,amenity
55.6791818,12.5797403,Illum Bager,bakery,shop
55.6822933,12.5804369,Trykbar,bar,amenity
55.6798085,12.5912168,,toilets,amenity
55.6678797,12.5442723,,atm,amenity
55.6723222,12.5447664,Coop 365,supermarket,shop
55.6715577,12.5451415,Madsens kiosk & betting,convenience,shop
55.6712954,12.5449664,Emmerys,bakery,shop
55.6687572,12.5433236,Aldi,supermarket,shop
55.6673571,12.5451903,,taxi,amenity
55.6752462,12.5622382,7-Eleven,convenience,shop
55.6736119,12.5608471,,atm,amenity
55.6738751,12.5606057,La Dolce Vita,stripclub,amenity
55.6733254,12.5598628,Floras Café,cafe,amenity
55.6730196,12.5597708,City Pub,pub,amenity
55.6672890,12.5536167,Bella Gastronomia Italiana,fast_food,amenity
55.6674459,12.5550599,Café Sommersted,pub,amenity
55.6673882,12.5555371,,convenience,shop
55.6686740,12.5565742,St. Pauli Minibar,bar,amenity
55.6686151,12.5564242,Salon Vivian,hairdresser,shop
55.6689489,12.5571157,Trust,convenience,shop
55.6696351,12.5582526,Freddys Bar,bar,amenity
55.6697425,12.5581224,Café Centralen,bar,amenity
55.6702253,12.5580263,Hos Tove,bar,amenity
55.6704837,12.5572170,International Kiosk,convenience,amenity
55.6627511,12.5621109,,taxi,amenity
55.6864665,12.5500587,Tjili Pop 2,bar,amenity
55.6870129,12.5479826,gilt,bar,amenity
55.6820864,12.5572448,Marathon Sport,sports,shop
55.6898768,12.5634116,Gavlen,cafe,amenity
55.6899608,12.5586143,The Laundromat Café,laundry,amenity
55.6912247,12.5592520,Rust,nightclub,amenity
55.6904387,12.5604921,Plenum,cafe,amenity
